"Region","Catchment","Transect","Transect_code","LU_UF","ant_rich","bird_rich","db_rich","liana_rich","sap_rich","tree_rich","Aboveground_pool","Litter_pool","Dead_pool","Soil_pool_new","pH","Nperc","P","K","Na","CaMg","Al","foresttype1_1km","SILT_ALL","CLAY_ALL","ELEV_MEAN","SLOPE_MEAN","bee_rich"
"STM",81,3,"81_3","LBF",18,44,12,16,76,66,159.1386353,4.138446227,18.31306314,44.2,3.713333333,0.17,5.333333333,28.73333333,13.66666667,0.66,2.486666667,42.9245283,143.7333333,732,111.578,8.89704,NA
"STM",81,6,"81_6","MA",9,22,12,0,0,0,0,0,0,50.97,4.453333333,0.14,3.733333333,27.33333333,20,1.813333333,1.22,6.274900398,176,760,88.0624,4.81449,NA
"STM",81,7,"81_7","SFold",23,32,10,17,50,43,67.99197163,4.635352346,0.930344783,58.25,3.806666667,0.14,7.066666667,33.93333333,21.06666667,0.546666667,3,33.05970149,134.6,717.3333333,106.029,3.35563,NA
"STM",81,8,"81_8","PA",19,24,5,0,0,0,0,0,0,39.23,4.513333333,0.12,4.333333333,23.86666667,15.93333333,1.353333333,0.953333333,11.00871731,205.9333333,485.3333333,83.3424,2.29947,NA
"STM",81,9,"81_9","LBF",25,47,17,7,47,63,160.0463067,4.928105923,13.06865597,60.28,3.806666667,0.19,10.4,37.8,18.86666667,0.506666667,2.986666667,36.70411985,137,618.6666667,88.0933,2.42157,NA
"STM",99,10,"99_10","SFyoung",20,36,16,14,53,35,61.98671366,7.162829553,1.827664078,65.43,4.046666667,0.17,3.933333333,22.73333333,17.06666667,1.626666667,1.846666667,33.28332083,166.5333333,784,144.765,1.35504,NA
"STM",99,11,"99_11","SFyoung",35,42,15,0,22,0,1.319045422,3.911346862,0,33.18,4.766666667,0.13,4.8,25.33333333,14.13333333,1.826666667,0.766666667,24.30952973,75.2,258.6666667,97.4732,6.31145,NA
"STM",99,3,"99_3","PA",18,31,5,0,3,0,0.368470778,0,0.428992331,64.2,4.753333333,0.17,3.6,32.6,20.53333333,2.36,0.866666667,29.64623817,214.6666667,701.3333333,123.566,6.50693,NA
"STM",99,4,"99_4","SFyoung",20,14,15,2,36,25,30.37044592,5.023239578,1.364143585,52.64,5.2,0.16,2.266666667,32.2,15.33333333,2.846666667,0.5,22.96555167,201.0666667,701.3333333,145.221,1.52935,NA
"STM",99,5,"99_5","PA",30,27,13,0,0,0,0,0,0,57.9,5.073333333,0.12,5.2,24.93333333,19.13333333,3.493333333,0.766666667,11.76177423,126.8666667,432,73.3367,1.93927,NA
"STM",99,6,"99_6","SFold",23,26,18,6,48,38,50.00565779,5.509016206,3.733288896,49.11,4.326666667,0.16,3.133333333,28.73333333,14.73333333,0.766666667,1.953333333,12.50310713,139.5333333,768,112.406,6.52225,NA
"STM",99,7,"99_7","SFold",20,21,17,4,42,39,38.72963115,3.821722925,10.08552916,48,4.8,0.15,4.133333333,29,16,1.973333333,1.346666667,34.45878848,160.6,649.3333333,113.173,5.81306,NA
"STM",99,8,"99_8","SFyoung",21,30,17,8,49,36,40.69261205,6.893400358,3.239973138,68.45,4.633333333,0.22,2.533333333,26.06666667,13.4,3.993333333,0.913333333,30.35803083,179.4666667,748,107.627,4.48219,NA
"STM",99,9,"99_9","PA",27,26,8,0,0,0,0,0,0,56.29,5.013333333,0.16,1.733333333,35.13333333,17.8,2.34,0.606666667,24.61461959,205.1333333,721.3333333,106.509,8.48505,NA
"STM",199,2,"199_2","MA",18,9,11,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,35.5809903,81.2,382.6666667,74.4641,1.3043,NA
"PGM",44,12,"44_12","SFyoung",25,42,10,0,5,0,3.76802542,2.024270752,31.18179035,26.04,5.253333333,0.06,5.133333333,24.46666667,15.13333333,2.56,0.313333333,62.84506342,201,193.3333333,112.109,5.43463,9
"PGM",44,15,"44_15","PA",21,32,9,0,0,1,0.108242127,1.545372784,4.304058922,29.27,5.4,0.06,3.333333333,23,13.53333333,2.346666667,0.233333333,72.84751685,146.3333333,140,120.408,2.05802,2
"PGM",44,2,"44_2","LBF",31,38,8,14,70,40,103.7448579,10.56786492,77.26790417,119.2,5,0.25,3.733333333,55.73333333,39.93333333,2.4,1.053333333,83.96320239,278.8888889,364.4444444,157.706,6.05416,5
"PGM",44,3,"44_3","PA",26,30,12,0,1,0,0.019383225,0.757174211,8.749420367,40.51,5.277777778,0.09,3.222222222,42.11111111,31.11111111,2.055555556,0.533333333,78.07740325,89.88888889,222.2222222,149.097,12.1052,4
"PGM",44,4,"44_4","LBF",28,74,17,2,46,45,99.36787231,10.1481038,48.54016575,31.62,4.277777778,0.07,4.333333333,30.22222222,25.11111111,0.566666667,1.388888889,68.68762475,113.6666667,135.5555556,120.737,6.34548,3
"PGM",44,5,"44_5","LBF",29,46,10,8,45,44,153.8819596,9.539424338,26.7890837,42.28,4.606666667,0.1,4.333333333,38.93333333,24.26666667,0.846666667,1.146666667,68.925,271.1666667,635.5555556,123.605,13.0234,6
"PGM",44,6,"44_6","LBF",30,40,14,9,39,28,76.22481753,8.123793412,52.56535986,35.62,4.526666667,0.08,7.933333333,27,17.06666667,1.9,0.633333333,64.86284289,439.8888889,306.6666667,124.136,4.52848,10
"PGM",44,7,"44_7","PA",16,39,13,0,2,0,0.360304968,0.890292114,8.582113309,36.47,5.466666667,0.07,5.666666667,37.11111111,24.44444444,2.166666667,0.3,67.58844046,82.22222222,160,98.7119,6.9032,5
"PGM",44,8,"44_8","PA",12,11,8,0,0,0,0,2.84661375,4.54430685,31.08,5.366666667,0.06,3.555555556,32.22222222,19,1.633333333,0.333333333,53.25708603,130.3333333,171.1111111,101.74,2.7389,6
"PGM",100,10,"100_10","SFyoung",24,44,16,4,23,3,7.432500062,4.861653868,1.456190358,42.45,4.773333333,0.07,5.333333333,36.06666667,27.93333333,1.16,0.826666667,39.39393939,97.33333333,253.3333333,31.4405,2.21612,10
"PGM",100,2,"100_2","SFyoung",13,31,11,6,27,3,6.864978064,4.603716458,8.465086831,98.4,4.86,0.15,2.733333333,43.6,21.86666667,2.886666667,0.893333333,45.88528678,254,436,53.6626,4.9366,12
"PGM",100,3,"100_3","LBF",20,61,19,2,26,47,71.32717881,7.368430526,30.33734163,83.86,4.513333333,0.14,4.933333333,46.46666667,25.33333333,2.46,1.293333333,53.42465753,200.2666667,324,60.7134,4.45789,13
"PGM",100,5,"100_5","LF",23,49,16,11,72,65,113.9018125,11.46235454,39.46632225,62.28,4.38,0.11,4.133333333,31.46666667,24.33333333,1.166666667,1.3,79.02902903,312.6666667,242.6666667,45.8853,6.76043,9
"PGM",100,6,"100_6","LBF",25,49,16,0,19,55,114.2628193,10.93126196,34.01747769,48.99,4.406666667,0.09,2.466666667,26.66666667,20.53333333,1.12,1.146666667,60.74257426,122.7333333,238.6666667,69.6247,1.22196,13
"PGM",100,9,"100_9","LBF",19,38,17,1,19,16,15.15094662,8.421195098,11.20559814,60.45,4.553333333,0.11,6,58.4,41.13333333,1.993333333,0.713333333,57.01863354,210.6666667,194.6666667,62.8819,4.38745,14
"PGM",142,1,"142_1","LF",23,38,26,19,79,46,87.80951782,8.125422855,26.47313805,54.49,4.653333333,0.13,3.133333333,43.33333333,35.46666667,1.78,0.913333333,83.74470207,232.8,728,141.826,2.06856,5
"PGM",142,11,"142_11","PA",11,24,9,0,5,0,0.386795401,2.350434531,0,81.56,5.853333333,0.16,3.066666667,87.86666667,39.26666667,4.006666667,0.173333333,27.99102692,257.2666667,693.3333333,105.778,3.67571,9
"PGM",142,12,"142_12","LBF",18,35,17,18,63,55,125.3605733,7.277265874,14.74334435,90.36,4.773333333,0.18,2.866666667,36.6,27.13333333,3.106666667,1.086666667,42.49875807,234.2,520,96.8697,7.48225,6
"PGM",142,13,"142_13","SFyoung",24,26,16,5,22,25,18.86652831,9.861049868,6.493806272,79.26,5.133333333,0.16,2.466666667,41.13333333,27.6,2.84,0.813333333,86.06271777,318.2222222,593.3333333,76.5283,4.5941,3
"PGM",142,3,"142_3","LF",18,52,29,18,75,69,128.0383727,7.926171224,32.35022397,56.93,4.56,0.11,2.8,34.8,28.8,1.366666667,1.206666667,11.91005683,185,456,87.2454,3.98108,3
"PGM",142,4,"142_4","LBF",26,61,20,10,79,50,140.5845921,7.947101555,28.8529712,63.26,4.76,0.13,4.266666667,30.33333333,17.93333333,1.16,1.26,67.17310087,258.25,562.5,77.3848,7.09201,4
"PGM",142,5,"142_5","LF",18,20,29,25,63,55,257.9174932,10.03462455,12.52165956,112.4,5.246666667,0.23,3.866666667,93.66666667,58.53333333,4.186666667,0.373333333,86.29897679,321.1333333,624,127.853,2.66118,2
"PGM",142,6,"142_6","LBF",30,35,20,26,48,49,75.65209617,5.378503089,10.09423548,135.39,5.22,0.27,4.866666667,71.93333333,42.93333333,5.373333333,0.413333333,55.15271915,341.6,214.6666667,80.5293,7.99375,1
"PGM",142,7,"142_7","PA",25,25,12,1,5,0,1.621393913,4.090196093,0.003638632,77.28,5.6,0.17,4.777777778,96.33333333,52.77777778,6.133333333,0.211111111,1.891488303,331.25,617.5,112.553,3.21988,1
"PGM",142,8,"142_8","PA",16,31,9,0,0,0,0,1.033371333,0,77.86,5.133333333,0.13,6.111111111,43.11111111,25.66666667,2.933333333,0.322222222,34.37888972,166.2222222,308.8888889,61.5871,6.42166,6
"PGM",142,9,"142_9","PA",10,30,7,0,5,0,0.343305756,2.610210956,3.954801773,70.51,5.68,0.16,4.2,66.93333333,33.13333333,4.06,0.306666667,0.099502488,332.8,618.6666667,136.443,4.22263,5
"PGM",147,1,"147_1","LF",27,55,15,13,73,64,99.28677709,7.962112801,25.51310297,66.07,4.92,0.19,1.2,41.46666667,24.66666667,2.626666667,0.653333333,95.89384076,262.75,701.6666667,148.747,3.82344,5
"PGM",147,11,"147_11","LF",22,55,19,11,57,54,133.8508354,13.01900159,40.16646297,66.94,4.3,0.2,2.133333333,41.73333333,31.6,2.293333333,0.773333333,71.62837163,242.2666667,729.3333333,147.638,2.99201,4
"PGM",147,12,"147_12","PA",19,52,11,0,0,0,0,1.6371045,0,29.49,4.58,0.07,2.733333333,22.4,14.73333333,1.926666667,0.473333333,28.15461347,101.4666667,245.3333333,78.88,1.14718,6
"PGM",147,13,"147_13","SFyoung",20,35,10,0,2,2,1.291180966,10.38420165,1.120053655,71.27,4.866666667,0.15,1.266666667,56.33333333,33.33333333,2.373333333,0.633333333,56.87982085,301.9333333,653.3333333,130.647,4.40931,12
"PGM",147,2,"147_2","LBF",30,49,16,14,65,57,91.58682293,10.62582237,22.241313,82.76,5.486666667,0.21,1.6,68.2,43.6,4.68,0.42,65.07581407,292.3333333,630.6666667,149.49,5.50123,5
"PGM",147,3,"147_3","LBF",29,56,9,11,80,56,92.79769929,9.881861285,23.07462569,66.61,4.866666667,0.19,1.266666667,48.4,35.46666667,2.306666667,0.58,70.09742693,291.0666667,668,130.511,8.12207,2
"PGM",147,4,"147_4","SFyoung",32,50,12,15,31,34,58.38936055,7.942864868,2.960952302,90.19,4.48,0.22,3.333333333,48.06666667,40.46666667,2.78,0.926666667,40.69016882,301.4666667,598.6666667,117.73,11.531,7
"PGM",147,5,"147_5","LF",31,62,12,12,57,69,112.5821201,11.46897237,28.33026808,110,4.055555556,0.25,5.444444444,54.11111111,52.88888889,1.311111111,2.377777778,79.29318069,256.3333333,633.3333333,125.971,5.07388,5
"PGM",147,7,"147_7","LF",27,60,13,19,84,64,123.28103,6.868869272,49.6035425,95.7,4.533333333,0.25,4.2,65.13333333,47.46666667,3.426666667,0.973333333,90.41573313,296.2666667,577.3333333,130.284,7.56289,4
"PGM",147,8,"147_8","LF",28,60,19,17,64,72,126.4020745,9.862605933,11.89223738,66.9,4.733333333,0.19,1.4,38.4,26.8,1.873333333,0.826666667,98.71858058,296.5333333,670.6666667,150,0,7
"PGM",152,1,"152_1","SFold",18,45,4,7,21,11,37.32723572,10.76443705,2.013668443,75.87,4.111111111,0.14,6.111111111,30.11111111,24,0.733333333,1.666666667,18.91891892,208.2222222,200,72.0822,2.0981,6
"PGM",152,10,"152_10","PA",19,38,8,0,0,1,0.950552749,1.201193636,0.971525435,35,4.955555556,0.07,5.777777778,41.66666667,27.33333333,1.5,0.711111111,11.18322516,138.4444444,128.8888889,67.4203,2.15259,6
"PGM",152,11,"152_11","PA",12,45,11,0,1,2,0.287158777,1.005472707,1.885023884,35.13,4.9,0.09,3.444444444,128.1111111,88.11111111,3.744444444,3,34.91432828,285.3333333,253.3333333,94.0342,4.11291,8
"PGM",152,12,"152_12","PA",11,35,5,0,0,0,0,0.187264588,1.050143599,44.1,5.188888889,0.09,4.555555556,36.77777778,34.33333333,1.111111111,0.822222222,20.39800995,364.6666667,135.5555556,80,0.00495178,3
"PGM",152,2,"152_2","SFyoung",24,37,10,8,28,18,34.36265568,8.405241831,2.050289177,59.04,4.455555556,0.11,8.222222222,53.66666667,34.11111111,0.933333333,1.166666667,25.58662007,333.8888889,111.1111111,78.6838,1.60325,11
"PGM",152,3,"152_3","SFyoung",21,53,7,4,34,23,47.45366323,6.504976879,3.641900357,41.67,4.025,0.08,14.125,38.75,25.625,1.1625,1.2375,14.05742821,105.375,140,70,0,9
"PGM",152,4,"152_4","SFold",25,25,12,8,40,28,58.20168765,12.76903137,7.341484291,44.09,4.133333333,0.08,6.333333333,43,33.22222222,0.877777778,1.488888889,39.03769841,156.5555556,108.8888889,78.9672,2.29981,11
"PGM",152,5,"152_5","PA",10,33,5,0,1,0,0.005107374,2.66931856,0.028163037,60.52,4.644444444,0.12,7.555555556,32,20.11111111,1.511111111,0.8,8.706529897,215.1111111,146.6666667,79.9933,0.0754283,3
"PGM",152,6,"152_6","SFold",17,33,10,5,35,32,55.05138079,12.46017329,2.598850305,86.22,4.166666667,0.16,8.666666667,55.44444444,42.33333333,1.144444444,2.033333333,23.66260264,319.4444444,213.3333333,80,0.000522016,5
"PGM",152,7,"152_7","SFyoung",21,47,4,3,19,11,10.60047011,9.250552096,2.754294838,44.62,4.511111111,0.08,6.666666667,32.11111111,19.22222222,1.444444444,0.722222222,36.10486891,213.2222222,115.5555556,84.2672,2.45819,14
"PGM",152,8,"152_8","SFyoung",22,47,10,9,40,24,46.44217225,12.98515428,6.192704416,47.96,4.244444444,0.09,6.444444444,32.66666667,21.44444444,0.744444444,1.388888889,15.61403509,154.8888889,108.8888889,82.1753,2.56659,14
"PGM",152,9,"152_9","PA",7,50,3,0,2,0,0.024421159,1.43072,0,34.49,5.188888889,0.06,5.444444444,24.77777778,20.55555556,0.755555556,0.711111111,24.45054945,167.6666667,122.2222222,80,0,7
"PGM",202,1,"202_1","LBF",25,40,16,15,71,66,83.92342096,10.69646621,23.93181484,57,4.866666667,0.16,1.533333333,43.2,28.33333333,2.98,0.52,55.97718254,218,740,144.779,4.11972,5
"PGM",202,12,"202_12","PA",9,21,9,0,0,0,0,1.65152,0,53.83,5.506666667,0.14,2,61.6,35.86666667,3.253333333,0.166666667,2.793714143,181.2,786.6666667,145.449,2.34099,1
"PGM",202,13,"202_13","LBF",20,46,20,15,55,63,71.38053808,11.06040731,10.83888848,58.54,5.006666667,0.18,1.866666667,41.46666667,28.06666667,2.78,0.613333333,42.70364818,233.5714286,734.2857143,143.482,2.74713,10
"PGM",202,2,"202_2","LBF",17,40,10,10,48,33,41.10912059,10.99054456,4.235351669,99.11,5.006666667,0.27,4.6,93.33333333,60.26666667,5.953333333,0.286666667,49.19174335,291.2,626.6666667,131.894,3.99003,5
"PGM",202,3,"202_3","MA",11,21,5,0,0,0,0,0,0,47.53,4.673333333,0.12,2.533333333,33.13333333,22.93333333,1.713333333,0.773333333,0.423306773,213.3333333,648,107.722,4.60957,3
"PGM",202,5,"202_5","PA",9,7,6,0,0,0,0,0,0,38.2,5.213333333,0.08,3.066666667,56.73333333,27.93333333,2.013333333,0.366666667,16.63765233,172.6428571,272.8571429,93.4648,2.41336,4
"PGM",202,6,"202_6","MA",9,11,6,0,0,0,0,0,0,70.11,5.126666667,0.17,4.6,89.6,43.66666667,2.946666667,0.413333333,1.06991789,250.5333333,696,120.05,4.17049,1
"PGM",202,7,"202_7","PA",18,38,9,0,4,1,0.301372709,1.924821333,0.124615132,62.14,5.593333333,0.15,2,46.86666667,24.66666667,3.94,0.16,11.29394166,226.4,686.6666667,110.972,4.42547,9
"PGM",202,9,"202_9","PA",16,19,7,0,0,0,0,0.002473333,0,34.81,5.36,0.09,3.666666667,64.53333333,30.86666667,2.026666667,0.266666667,1.669157947,100.4666667,384,82.9826,1.99919,1
"PGM",235,1,"235_1","LF",11,38,17,21,78,58,128.3159716,10.38609815,13.32360176,65.38,4.713333333,0.17,2.333333333,42,31.86666667,2.006666667,0.986666667,15.54003492,305.8888889,608.8888889,142.194,7.42126,6
"PGM",235,10,"235_10","PA",18,32,10,0,0,0,0,1.8339968,0.207676047,60,5.926666667,0.15,5.066666667,41.93333333,27.46666667,3.8,0.12,2.46882793,240.1111111,726.6666667,139.914,2.59525,NA
"PGM",235,3,"235_3","LBF",32,38,22,16,57,60,54.60363254,9.317715003,30.53377727,60.27,5.1,0.16,1.666666667,65.73333333,34.8,3.613333333,0.32,81.60526958,228.2222222,748.8888889,159.179,1.53142,4
"PGM",235,4,"235_4","SFold",22,37,19,9,59,47,60.01028391,15.12183163,6.532373417,79.37,5.266666667,0.19,3,62.4,32.53333333,4.486666667,0.353333333,30.82559844,257.2222222,686.6666667,134.285,4.69446,3
"PGM",235,5,"235_5","SFyoung",24,23,17,9,26,10,30.02362811,12.40604853,0.22539012,40.34,4.973333333,0.09,5.066666667,34.86666667,18.66666667,1.473333333,0.7,31.99401048,157.3333333,162.2222222,113.495,8.01379,7
"PGM",235,6,"235_6","PA",11,22,9,0,1,1,0,2.744989,0.078112406,60.34,5.593333333,0.15,6.066666667,56.4,28.73333333,2.953333333,0.286666667,0.648379052,318.2222222,644.4444444,145.062,4.30332,1
"PGM",235,7,"235_7","PA",16,25,9,0,1,0,0.018206817,1.80596,0,74.33,5.633333333,0.19,9.8,56.13333333,29.4,4.226666667,0.2,6.346826587,305.625,512.5,131.971,4.16357,4
"PGM",235,8,"235_8","PA",17,10,13,0,0,0,0,1.15032,0,62.16,5.7,0.15,8.2,91.26666667,52.8,3.593333333,0.2,7.855361596,255.8888889,711.1111111,153.695,2.26765,3
"PGM",245,1,"245_1","PA",17,34,5,0,1,0,0.06906707,0.86416,0,34,5.155555556,0.06,3.333333333,38,26.22222222,1.644444444,0.444444444,1.601601602,138.4444444,188.8888889,102.715,3.43039,8
"PGM",245,11,"245_11","LBF",31,46,15,9,52,59,123.6270351,8.891190126,10.95849305,74.07,4.58,0.15,4.2,27.73333333,29.26666667,0.68,1.62,75.17641129,218.3333333,542.2222222,178.428,22.1861,15
"PGM",245,12,"245_12","PA",14,44,7,0,2,0,0.310647026,0.96192,0,26.35,4.973333333,0.05,8.6,40.26666667,27.73333333,1.186666667,0.473333333,8.354114713,207.8888889,100,70.1156,0.466717,6
"PGM",245,13,"245_13","PA",14,31,4,0,0,0,0,0,0,20.41,5.126666667,0.04,7.2,21,15.2,1.553333333,0.62,19.81037924,168.3333333,157.7777778,93.6547,2.73466,3
"PGM",245,14,"245_14","PA",20,31,6,0,3,1,1.383039113,2.238835606,0,26.71,5.213333333,0.05,6.333333333,19.33333333,14,1.693333333,0.306666667,13.95058647,149.8888889,162.2222222,88.8918,0.965001,3
"PGM",245,2,"245_2","LF",29,22,20,13,78,53,115.7497677,9.67430356,27.10767889,35.5,4.422222222,0.06,5.777777778,40.11111111,28.11111111,0.588888889,1.2,98.1394195,149.1111111,133.3333333,99.9992,0.028831,4
"PGM",245,4,"245_4","LF",32,49,16,14,46,58,95.37121935,6.642003006,13.87076178,26.89,4.733333333,0.07,7.466666667,35.4,26.33333333,1.026666667,1.106666667,98.32416208,212.7,180,85.6286,3.19691,4
"PGM",245,5,"245_5","LF",16,58,12,11,51,64,214.1149162,8.589717959,21.12035151,45.09,4.58,0.08,6.8,58.46666667,39.06666667,0.94,1.46,90.72864322,280.7777778,151.1111111,99.544,0.60186,12
"PGM",245,6,"245_6","LF",22,53,4,13,74,71,166.2762856,9.608067184,30.61709911,77.42,4.666666667,0.21,3.266666667,33.53333333,27.06666667,1.32,1.466666667,71.19700748,390.6666667,564.4444444,208.866,3.33213,6
"PGM",245,7,"245_7","SFyoung",46,33,8,9,39,35,57.24939216,9.291002395,2.568337015,43.11,4.96,0.08,5.666666667,27.53333333,22.4,1.1,0.986666667,53.975,271.5555556,117.7777778,85.7774,2.96027,9
"PGM",245,9,"245_9","LF",46,69,19,20,59,61,133.7224095,8.148961339,56.74157248,30.27,4.866666667,0.07,5.266666667,28.26666667,21.53333333,0.606666667,0.813333333,60.65737052,169.1111111,93.33333333,90.9242,1.49484,6
"PGM",269,1,"269_1","LBF",28,45,3,16,58,54,117.7800652,12.96411309,26.09769725,69.16,5.146666667,0.17,1.666666667,38.6,27.86666667,3.933333333,0.44,82.3968175,284.1111111,677.7777778,147.446,3.3442,5
"PGM",269,10,"269_10","LF",28,42,10,14,57,64,123.9608501,9.926963767,39.00264873,62,4.213333333,0.17,4.6,38.53333333,28.86666667,1.12,1.606666667,84.68042775,188.6666667,762.2222222,159.322,1.42748,8
"PGM",269,11,"269_11","LF",25,48,14,16,75,49,132.8449912,5.957931849,25.54927591,67.51,4.393333333,0.15,5.2,34.2,25.6,0.706666667,1.653333333,98.73699851,208.7777778,748.8888889,159.614,7.91498,7
"PGM",269,12,"269_12","PA",9,16,1,0,0,0,0,0.6384,0,41.35,5.6,0.07,7.4,28.8,14,2.606666667,0.24,18.27209533,79.77777778,251.1111111,78.1425,4.29687,3
"PGM",269,13,"269_13","PA",15,22,2,1,3,1,1.0439192,2.66344067,6.877189555,58.47,5.653333333,0.15,4.4,47.53333333,23.4,4.313333333,0.233333333,25.61368708,265.2222222,700,150,0,2
"PGM",269,14,"269_14","PA",17,17,3,0,0,0,0,0.58644,0,31.58,4.666666667,0.06,5,41.77777778,26.33333333,1.377777778,0.633333333,28.35487078,120.3333333,213.3333333,62.1071,1.86142,3
"PGM",269,15,"269_15","PA",25,37,1,0,1,0,0.188628447,3.830884667,0.087932109,42.61,5.133333333,0.08,5,18.73333333,11.86666667,2.353333333,0.333333333,27.93240557,110.5555556,233.3333333,64.8376,2.71103,1
"PGM",269,2,"269_2","LBF",26,40,3,17,41,43,68.82600009,9.66238864,22.27067831,64.7,4.98,0.18,1.466666667,36.46666667,27.26666667,3.286666667,0.553333333,72.98778968,309,617.7777778,149.994,0.108117,7
"PGM",269,4,"269_4","LF",23,51,11,22,68,59,181.8823853,10.59670629,42.08014185,49.5,4.54,0.16,1.733333333,33.4,25.73333333,1.66,1,96.23669225,286.1111111,680,159.967,0.335589,6
"PGM",269,6,"269_6","LBF",33,44,9,10,49,34,60.74082129,11.8262773,33.84976333,56.01,5.233333333,0.15,1.666666667,38.44444444,27.22222222,2.9,0.544444444,66.2027833,264.6666667,688.8888889,142.952,3.63853,7
"PGM",269,7,"269_7","LF",32,64,7,7,57,49,133.1015756,10.91942887,59.56802797,48.44,4.533333333,0.1,5.8,24.46666667,18.8,0.72,1.146666667,96.83291771,217.5555556,537.7777778,125.116,10.8808,6
"PGM",269,8,"269_8","LBF",35,75,10,7,70,57,193.2766869,8.259079385,4.545245429,40.03,4.666666667,0.09,3,23.93333333,16.46666667,0.606666667,1.133333333,97.7766675,211.8888889,428.8888889,107.685,3.1532,12
"PGM",274,1,"274_1","LBF",38,39,15,13,70,56,99.04586024,10.16235662,20.99651152,51.59,5.066666667,0.13,3,35.66666667,31.77777778,1.877777778,0.766666667,62.60956674,262.5555556,566.6666667,156.665,8.45525,5
"PGM",274,10,"274_10","PA",23,14,5,0,0,0,0,0.839942,0,59.08,5.144444444,0.14,4.666666667,75.66666667,46.66666667,3.3,0.144444444,41.40761005,225.7777778,740,171.146,1.71783,1
"PGM",274,11,"274_11","MA",12,9,3,0,0,0,0,0.926,0,62.27,4.866666667,0.15,5.777777778,62.22222222,42.44444444,3.1,0.422222222,28.95522388,312.4444444,653.3333333,180,0.0082273,2
"PGM",274,12,"274_12","MA",22,11,8,0,0,0,0,2.98908,0,53.35,4.633333333,0.13,5,50.33333333,31.55555556,1.966666667,0.711111111,8.918784255,207.5555556,771.1111111,189.946,0.37045,1
"PGM",274,2,"274_2","LBF",36,43,8,15,51,52,80.34068898,6.4757792,20.38140451,58.75,5.077777778,0.17,2.111111111,45.77777778,36.88888889,3.388888889,0.355555556,42.82147316,252.6666667,711.1111111,187.454,2.35076,5
"PGM",274,3,"274_3","LF",36,48,18,23,68,70,217.3863368,9.451297881,23.39147307,52.32,4.566666667,0.15,2.555555556,56.22222222,43.77777778,2.311111111,0.922222222,63.93562546,180,793.3333333,189.593,0.968842,6
"PGM",274,4,"274_4","LBF",34,49,14,14,52,56,76.43179192,12.63387961,16.42342898,52.54,5.077777778,0.15,1.888888889,58.77777778,38.55555556,3.333333333,0.4,37.59060235,196.4444444,771.1111111,183.401,2.56756,2
"PGM",274,6,"274_6","LBF",35,43,18,18,69,61,84.55914035,8.922247503,13.57173837,61.31,5.077777778,0.17,1.555555556,45.33333333,32.77777778,2.155555556,0.655555556,82.59895444,429.2222222,546.6666667,190,0,6
"PGM",274,7,"274_7","LBF",27,63,10,14,75,66,127.26487,7.300182377,36.06079013,53.66,4.577777778,0.13,2.666666667,41.33333333,27.77777778,1.6,1.122222222,67.26190476,287.7777778,682.2222222,174.758,3.95162,2
"PGM",274,8,"274_8","LBF",34,41,11,12,53,52,62.24307362,6.673018895,19.22696108,53.36,5.411111111,0.14,1.333333333,41,26.77777778,4.466666667,0.355555556,96.36996519,259.4444444,711.1111111,180,0,4
"PGM",274,9,"274_9","MA",14,11,5,0,0,0,0,0.78212,0,54.39,5.155555556,0.13,5.555555556,73.44444444,44.88888889,3.411111111,0.288888889,0.248818114,260.5555556,711.1111111,172.703,3.62644,2
"PGM",315,1,"315_1","LBF",26,56,27,12,60,43,71.73035919,10.41718997,29.61950272,36.42,4.077777778,0.08,3.555555556,27.66666667,17.44444444,0.644444444,1.244444444,50.27363184,66,191.1111111,111.443,2.20534,8
"PGM",315,11,"315_11","LBF",29,61,17,6,28,8,15.54980941,6.969179412,27.23572236,52.39,5.633333333,0.14,4.666666667,67.77777778,45.77777778,4.477777778,0.2,71.50284724,277.1111111,680,181.386,5.31217,6
"PGM",315,2,"315_2","SFyoung",28,43,23,1,19,21,28.12953757,8.496971494,4.130668689,58.6,4.5,0.15,1.777777778,41.88888889,26.22222222,1.8,0.922222222,50.43564849,179.2222222,795.5555556,168.15,13.0929,11
"PGM",315,3,"315_3","LBF",23,62,30,14,83,65,123.7827807,8.185549153,25.52310369,37.92,4.3375,0.09,3.125,33.0625,53.625,0.84375,1.30625,53.28194928,118.1,408,120.262,3.67892,11
"PGM",315,4,"315_4","LBF",28,42,30,8,51,36,119.1228497,13.70798818,46.70967541,36.65,3.888888889,0.08,5.777777778,45.11111111,28.22222222,1.288888889,1.122222222,61.14130435,69.66666667,248.8888889,109.767,4.45729,9
"PGM",315,5,"315_5","LBF",22,40,20,1,12,4,6.117914224,5.107460781,9.74796457,54.95,5.433333333,0.14,3,123.4,89,3.76,0.353333333,52.89873103,287,677.7777778,191.934,1.04414,7
"PGM",315,6,"315_6","MA",7,18,8,0,0,0,0,0,0,51.37,4.622222222,0.13,2.222222222,118.6666667,68.55555556,3.133333333,0.511111111,34.86398802,195.4444444,766.6666667,176.001,2.87276,3
"PGM",315,7,"315_7","PA",17,34,12,0,3,0,0.024908625,10.73915482,0.386677308,34.2,4.726666667,0.06,3,34.33333333,40.26666667,1.44,0.606666667,14.64872945,73.22222222,217.7777778,85.5039,2.66033,8
