Region	Catchment	Transect	Transectcode	UTM_X	UTM_Y	Land-useclass	Forest_type	Productiontype	LU_FT_Code	Buffersize(pixels)	reg_age	reg_fire	reg_fire_age	NumberLogC	NumberBurnC	deg_full	def_age	total_arable	EDGE2_DIST_MEAN	ed1_1km	foresttype1_1km	UPF_foresttype1_1km	MF_FCCP_500mbuffer	CANOPY	DUFF	SPECIES	AGB_Trees10	AGB_DeadTREES10	AGB_CWD	AGB_FWD	AGB_LeafLitter	UND_DEN	WOOD_DEN	DAMAGED	pH_ALL	SILT_ALL	CLAY_ALL	C_0_30	C_N	PC1soilnutALL	PC2soilnutALL	PC1soilnutFOR	PC2soilnutFOR	PC1soilnutPF	PC2soilnutPF	PC1soilnutOPEN	PC2soilnutOPEN	ELEV_MEAN	SLOPE_MEAN
PGM	147	2	147_2	260481.05	9673887.84	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	7.142857143	NA	NA	126.281	7.70718	65.07581407	96.67685256	0.00515849	4.802	2.12315096	114	157.4570169	10.89151224	33.29197134	4.786764749	16.46488	3540	0.485385725	28	5.486666667	292.3333333	630.6666667	82.758	12.69310476	-2.580951493	-0.944913657	3.145909601	1.032765463	-2.859966167	-1.32870992	NA	NA	149.49	5.50123
PGM	147	3	147_3	260326.47	9677623.44	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	7.407407407	NA	NA	107.239	14.7686	70.09742693	75.26728439	0.003147718	4.802	2.12315096	130	160.9999889	18.83001631	27.17889371	4.26652257	15.4972	3360	0.548590713	23	4.866666667	291.0666667	668	66.606	12.19792904	-0.396357498	-0.561428332	0.938526734	1.146991618	-0.724806787	-1.301769249	NA	NA	130.511	8.12207
PGM	147	4	147_4	256209.12	9677041.68	Secondary_forest	Intermediate	NA	SFinter	80	16	0	0	NA	NA	NA	>22	NA	509.555	23.4862	40.69016882	65.95485052	0.001830134	29.966	15.00622304	70	79.73645418	0.922662812	4.75520535	1.072289736	14.81344	3900	0.558744232	24	4.48	301.4666667	598.6666667	90.192	13.15539029	-0.565520732	0.372356535	0.89710451	-0.097825881	NA	NA	NA	NA	117.73	11.531
PGM	147	5	147_5	258270.23	9674861.83	Primary_forest	Logged	NA	PFlog	80	NA	NA	NA	2	0	10	NA	NA	161.295	6.95472	79.29318069	98.5561833	-0.00270027	9.04	2.600749892	109	190.4442597	12.79584493	43.75904422	2.259384734	20.67856	3460	0.680323638	9	4.055555556	256.3333333	633.3333333	110.02	13.41213384	0.38549601	3.878328025	-0.558292999	-3.140218949	0.518060623	3.433481958	NA	NA	125.971	5.07388
PGM	147	7	147_7	258421.07	9677961.35	Primary_forest	Logged	NA	PFlog	82	NA	NA	NA	1	0	1.219512195	NA	NA	627.297	6.99214	90.41573313	90.50110132	-0.001352367	9.04	2.600749892	138	202.1221961	5.33486449	93.7904363	3.639258544	10.09848	4740	0.62463734	16	4.533333333	296.2666667	577.3333333	95.698	12.1626057	-1.529229014	0.845610566	1.849865888	-0.839402305	-1.754872481	0.864037671	NA	NA	130.284	7.56289
PGM	147	8	147_8	255521.63	9679303.06	Primary_forest	Logged	NA	PFlog	82	NA	NA	NA	2	0	8.860759494	NA	NA	966.405	1.64879	98.71858058	99.30104843	0.00875966	13.038	2.826016631	134	206.6234867	1.937663517	21.85736772	4.518731865	15.20648	3720	0.599190517	25	4.733333333	296.5333333	670.6666667	66.87	11.45738187	0.4421507	-0.459801067	-0.022178818	1.171321972	0.207515051	-1.212489583	NA	NA	150	0
PGM	152	1	152_1	306271.45	9675990.45	Secondary_forest	Old	NA	SFold	80	>22	0	0	NA	NA	NA	>22	NA	530.084	23.2229	18.91891892	14.28571429	-0.023990823	53.928	17.3472554	33	20.97250229	2.252415446	1.087632797	1.993834099	19.53504	3360	0.490114897	10	4.111111111	208.2222222	200	75.87	13.87483867	1.691774057	1.682679011	-1.745466903	-1.464742963	NA	NA	NA	NA	72.0822	2.0981
PGM	152	10	152_10	309925.32	9675874.73	Pasture	NA	NA	PA	81	NA	NA	NA	NA	NA	NA	>22	0	906.214	15.6325	11.18322516	16.29464286	-0.003519545	100	0	1	1.901105497	0	1.943050871	0.263187273	2.1392	0	0.37475	0	4.955555556	138.4444444	128.8888889	35	15.93870792	0.310407584	0.105364182	NA	NA	NA	NA	0.575368807	-0.38843478	67.4203	2.15259
PGM	152	11	152_11	298707.96	9676856.58	Pasture	NA	NA	PA	86	NA	NA	NA	NA	NA	NA	5.787234043	0	33.552	18.66	34.91432828	83.78378378	-0.075605413	100	0	3	0.537316398	0	3.4408974	1.310705413	0.70024	1260	0.362083268	0	4.9	285.3333333	253.3333333	35.132	12.88893917	-3.098082117	6.190735084	NA	NA	NA	NA	-4.806417997	-6.419330058	94.0342	4.11291
PGM	152	12	152_12	300817.17	9675013.68	Pasture	NA	NA	PA	78	NA	NA	NA	NA	NA	NA	>22	0	582.5	17.3833	20.39800995	6.463414634	-0.004070556	100	0	0	0	0	2.100287199	0.374529176	0	0	0	0	5.188888889	364.6666667	135.5555556	44.096	18.62268307	0.452507152	0.359809982	NA	NA	NA	NA	0.591100855	-1.185559901	80	0.00495178
PGM	152	2	152_2	303034.29	9676264.61	Secondary_forest	Intermediate	NA	SFinter	80	20	2	12	NA	NA	NA	>22	NA	1615.83	25.2079	25.58662007	0	-0.036651972	13.046	3.030442212	46	45.15538097	3.364402549	0.674139082	1.340643661	15.46984	4000	0.472415326	10	4.455555556	333.8888889	111.1111111	59.044	13.85487167	0.285552248	1.709736299	-0.175689716	-2.28399357	NA	NA	NA	NA	78.6838	1.60325
PGM	152	3	152_3	305826.72	9674910.72	Secondary_forest	Intermediate	NA	SFinter	78	6	0	0	NA	NA	NA	>22	NA	1261.87	17.5559	14.05742821	3.197158082	0.073168258	47.474	28.33090856	50	80.24554037	1.621080302	5.526983682	2.579953758	10.43	2540	0.533214018	14	4.025	105.375	140	41.666	13.70567343	0.813159249	2.2004076	-1.028808083	-4.077267453	NA	NA	NA	NA	70	0
PGM	152	4	152_4	308105.41	9675788.63	Secondary_forest	Old	NA	SFold	84	>22	0	0	NA	NA	NA	>22	NA	404.81	31.4124	39.03769841	9.339263024	-0.062726044	13.282	3.056349129	62	96.2447275	1.152792753	13.37983511	7.439982731	18.09808	3240	0.519948594	20	4.133333333	156.5555556	108.8888889	44.092	14.46878905	0.85621284	1.828416613	-0.812125621	-1.773412737	NA	NA	NA	NA	78.9672	2.29981
PGM	152	5	152_5	301549.16	9677388.57	Pasture	NA	NA	PA	79	NA	NA	NA	NA	NA	NA	>22	0	1153.3	8.70129	8.706529897	11.7816092	-0.001696065	100	0	1	0	0	0.056326074	0.940957121	4.39768	20	0	0	4.644444444	215.1111111	146.6666667	60.52	13.81314705	0.906262113	0.207661754	NA	NA	NA	NA	1.093110783	-0.039585122	79.9933	0.0754283
PGM	152	6	152_6	303751.81	9677244.16	Secondary_forest	Old	NA	SFold	77	>22	0	0	NA	NA	NA	>22	NA	1640.73	23.0071	23.66260264	0	-0.010432182	17.768	2.785833807	62	79.89692186	1.557732535	3.484954623	4.785386584	20.13496	3960	0.5746926	23	4.166666667	319.4444444	213.3333333	86.224	14.85264765	0.461485993	3.47126653	-0.653892009	-3.678369238	NA	NA	NA	NA	80	0.000522016
PGM	152	7	152_7	300610.79	9673368.91	Secondary_forest	Intermediate	NA	SFinter	80	20	1	12	NA	NA	NA	>22	NA	442.116	33.0484	36.10486891	21.02351314	0.023513358	57.882	24.32141998	25	10.65141795	2.625877582	2.697576029	1.321664191	17.17944	3140	0.437818908	1	4.511111111	213.2222222	115.5555556	44.618	14.04625616	0.895267833	-0.080364464	-0.668149005	-0.414234834	NA	NA	NA	NA	84.2672	2.45819
PGM	152	8	152_8	306724.26	9677398.36	Secondary_forest	Intermediate	NA	SFinter	76	20	0	0	NA	NA	NA	>22	NA	257.848	16.8319	15.61403509	48.47512039	-0.021439314	19.422	5.241256529	62	74.19837457	2.002368329	10.01195601	10.25102855	15.71928	3780	0.491300863	16	4.244444444	154.8888889	108.8888889	47.964	13.79608364	1.504347636	1.206493568	-1.47349259	-1.232361619	NA	NA	NA	NA	82.1753	2.56659
PGM	152	9	152_9	299233.39	9675028.81	Pasture	NA	NA	PA	76	NA	NA	NA	NA	NA	NA	>22	0	407.087	12.4167	24.45054945	75.07660878	-0.039852304	100	0	2	0	0	0	0.02136	2.84008	40	0	0	5.188888889	167.6666667	122.2222222	34.492	14.07951459	1.325920069	-0.181287097	NA	NA	NA	NA	1.563032353	-0.660330824	80	0
PGM	202	1	202_1	234874.62	9672081.62	Primary_forest	Logged_and_burnt	NA	PFlogbur	81	NA	NA	NA	1	1	8.510638298	NA	NA	113.754	12.789	55.97718254	63.181214	0.010681972	19.432	8.544151216	124	133.7701836	2.16374395	45.60392279	11.56461242	9.82832	4060	0.575580946	20	4.866666667	218	740	57	14.45196208	-0.436991863	-1.101062445	0.93826088	1.492713151	-0.727033932	-1.585205583	NA	NA	144.779	4.11972
PGM	202	12	202_12	233066.99	9660038.43	Pasture	NA	Not_Brachiaria_grass	PA	79	NA	NA	NA	NA	NA	NA	13.67391304	5	1120.78	3.38907	2.793714143	38.39285714	0.142997731	100	0	0	0	0	0	0	3.30304	0	0	0	5.506666667	181.2	786.6666667	53.832	14.3717341	-1.620550092	-1.275090846	NA	NA	NA	NA	-0.89990316	0.339238379	145.449	2.34099
PGM	202	13	202_13	229991.2	9668690.91	Primary_forest	Logged_and_burnt	NA	PFlogbur	75	NA	NA	NA	1	1	3.174603175	NA	NA	68.6693	12.9197	42.70364818	67.9344646	0.309849207	13.308	4.746795761	116	118.5672001	2.805231217	18.74652118	3.752814612	18.368	2860	0.481817494	39	5.006666667	233.5714286	734.2857143	58.538	13.27772838	-0.218114378	-0.869641971	0.675984066	1.265800082	-0.491441948	-1.306598278	NA	NA	143.482	2.74713
PGM	202	14	202_14	232550.36	9663118.82	Abandoned_plantation	NA	NA	AP	78	NA	NA	NA	NA	NA	NA	>22	NA	311.367	2.00505	1.968111609	83.5443038	0.045378922	17.534	4.00408916	27	54.08736525	0.676830448	0	0.355298501	15.04088	2920	0.488281883	6	4.94	179.0666667	290.6666667	40.214	16.0827844	0.660192427	-0.597834422	NA	NA	NA	NA	0.963342153	-0.600025695	89.6107	1.42052
PGM	202	2	202_2	235580.39	9662037.96	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	18.98734177	NA	NA	205.574	14.6025	49.19174335	77.65419616	0.032792896	15.642	9.116288719	78	48.33827562	2.23870296	5.912698473	4.931009126	17.05008	3640	0.484240343	13	5.006666667	291.2	626.6666667	99.106	15.50222325	-4.207609227	-0.042201126	4.775369264	-0.692752526	-4.610473152	0.502762882	NA	NA	131.894	3.99003
PGM	202	3	202_3	229603.26	9666302.67	Mechanized_agriculture	NA	Rice	MA	80	NA	NA	NA	NA	NA	NA	16.6	2	1108.03	0.444711	0.423306773	52.94117647	0.273741686	100	0	0	0	0	0	0	0	0	0	0	4.673333333	213.3333333	648	47.53	15.32915156	0.730658111	-0.529050712	NA	NA	NA	NA	0.871078783	-1.307019488	107.722	4.60957
PGM	202	4	202_4	234148.55	9662051.1	Reforestation	NA	Eucalyptus	REF	75	NA	NA	NA	NA	NA	NA	>22	0	649.696	9.21508	7.435317759	59.45945946	0.068481753	23.322	5.873203555	1	73.64669878	0	0.016569278	0.858631735	8.746	220	0.803538942	0	5.211111111	266.8888889	473.3333333	108.986	17.7444344	-2.621221791	0.095696447	NA	NA	NA	NA	-2.437754009	0.938854267	107.935	6.13942
PGM	202	5	202_5	232564.56	9672460.12	Pasture	NA	Not_Brachiaria_grass	PA	78	NA	NA	NA	NA	NA	NA	>22	0	363.213	6.19769	16.63765233	88.19133034	0.026922081	100	0	0	0	0	0	0	0	0	0	0	5.213333333	172.6428571	272.8571429	38.2	15.52161456	-0.478799591	-0.772786461	NA	NA	NA	NA	0.09919128	-0.259085131	93.4648	2.41336
PGM	202	6	202_6	231199.07	9666444.36	Mechanized_agriculture	NA	Soy	MA	79	NA	NA	NA	NA	NA	NA	17.68292683	4	895.075	1.90627	1.06991789	60.46511628	0.428473217	100	0	0	0	0	0	0	0	0	0	0	5.126666667	250.5333333	696	70.11	16.18436225	-2.29520426	0.191166924	NA	NA	NA	NA	-1.682006598	0.175927774	120.05	4.17049
PGM	202	7	202_7	234432.01	9664347.6	Pasture	NA	NA	PA	79	NA	NA	NA	NA	NA	NA	>22	1	796.05	6.49494	11.29394166	26.71081678	0.007950791	100	0	5	0.477127804	0	0.249230264	0.019402667	3.83024	200	0.774002579	0	5.593333333	226.4	686.6666667	62.14	15.15897201	-0.966041064	-1.867406095	NA	NA	NA	NA	-0.281188655	0.622124212	110.972	4.42547
PGM	202	8	202_8	231070.82	9663631.25	Mechanized_agriculture	NA	NA	MA	82	NA	NA	NA	NA	NA	NA	>22	0	1326.38	0	0.098911968	75	0.126754237	100	0	0	0	0	0	0	3.90312	0	0	0	4.788888889	254	633.3333333	83.898	15.73502197	-1.692401466	0.49323863	NA	NA	NA	NA	-1.389585547	-0.950131236	115.983	5.42042
PGM	202	9	202_9	232334.16	9664472.02	Pasture	NA	Recently_cleared_bare_earth_for_first_c.130_m	PA	76	NA	NA	NA	NA	NA	NA	>22	0	554.533	1.91018	1.669157947	68.65671642	0.012944232	100	0	0	0	0	0	0.004946667	0	0	0	0	5.36	100.4666667	384	34.808	14.63654299	-0.850786508	-0.664581962	NA	NA	NA	NA	-0.151723088	0.064112245	82.9826	1.99919
PGM	235	1	235_1	244197.58	9658355.38	Primary_forest	Logged	NA	PFlog	78	NA	NA	NA	1	0	18.86792453	NA	NA	67.614	10.3088	15.54003492	76.72552167	-0.054827775	9.274	3.968945704	131	191.575915	14.91049589	11.64263468	5.495716294	15.27648	4980	0.535317507	19	4.713333333	305.8888889	608.8888889	65.382	11.65271666	0.13708109	0.081272139	0.198896007	0.481881979	-0.054536465	-0.461524189	NA	NA	142.194	7.42126
PGM	235	10	235_10	242110.55	9659504.66	Pasture	NA	NA	PA	80	NA	NA	NA	NA	NA	NA	>22	0	2069.3	3.30688	2.46882793	0	0.176840856	100	0	0	0	0	0.415352094	0.0935136	3.57448	0	0	0	5.926666667	240.1111111	726.6666667	60.004	12.70648371	-0.94635028	-1.419462221	NA	NA	NA	NA	-0.195676266	1.481032877	139.914	2.59525
PGM	235	11	235_11	246015.7	9660337.61	Mechanized_agriculture	NA	Maize	MA	78	NA	NA	NA	NA	NA	NA	>22	1	1256.29	3.47223	3.986048829	35	0.064471341	100	0	0	0	0	0	0	0	0	0	0	5.58	327.1111111	597.7777778	57.632	14.91759315	-2.478515567	-0.038855398	NA	NA	NA	NA	-1.673376529	0.870290352	121.106	5.84698
PGM	235	12	235_12	242991.19	9656591.99	Mechanized_agriculture	NA	Rice	MA	82	NA	NA	NA	NA	NA	NA	>22	0	693.382	12.5649	10.6706557	57.47663551	0.369435584	100	0	0	0	0	0	0	0	0	0	0	4.98	212.4444444	417.7777778	40.812	14.77163934	0.44506306	-0.752637289	NA	NA	NA	NA	0.854797079	-0.473946757	107.279	3.39255
PGM	235	3	235_3	239013.1	9656275.29	Primary_forest	Logged_and_burnt	NA	PFlogbur	89	NA	NA	NA	2	2	33.72093023	NA	NA	286.013	11.897	81.60526958	80.59790732	0.013298441	11.284	2.597321697	110	76.34388877	5.949491494	54.87366165	2.075750006	16.55968	4020	0.510697726	12	5.1	228.2222222	748.8888889	60.274	10.94607932	-1.644359412	-1.084838996	2.266576295	1.231876586	-2.02225175	-1.453026768	NA	NA	159.179	1.53142
PGM	235	4	235_4	245145.59	9662637.75	Secondary_forest	Old	NA	SFold	83	>22	0	0	NA	NA	NA	>22	NA	440.333	19.443	30.82559844	33.59746434	-0.017700974	12.656	3.757130554	96	80.91791107	3.263165527	9.73100148	5.65230327	24.59136	4180	0.541698939	24	5.266666667	257.2222222	686.6666667	79.374	15.67626225	-1.768684708	-1.091431868	2.292747667	0.887781981	NA	NA	NA	NA	134.285	4.69446
PGM	235	5	235_5	242273.8	9655075.33	Secondary_forest	Intermediate	NA	SFinter	77	16	2	6	NA	NA	NA	>22	NA	242.037	24.4063	31.99401048	36.0374415	0.018769696	26.33	9.553101591	39	18.09710752	0.183480028	0.123933024	1.149297065	23.6628	5760	0.612670626	4	4.973333333	157.3333333	162.2222222	40.344	16.58032009	0.869207616	-0.330383521	-0.561097316	0.177086491	NA	NA	NA	NA	113.495	8.01379
PGM	235	6	235_6	241333.21	9658615.15	Pasture	NA	NA	PA	78	NA	NA	NA	NA	NA	NA	>22	0	1236.95	1.40256	0.648379052	0	-0.182436708	100	0	1	NA	0	0.156224813	0.024458	5.46552	20	0.072	0	5.593333333	318.2222222	644.4444444	60.34	14.33860469	-0.878938327	-0.586949291	NA	NA	NA	NA	-0.205724785	0.988853798	145.062	4.30332
PGM	235	7	235_7	243273.82	9653569.72	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	>22	0	919.469	6.08907	6.346826587	37.4015748	0.073298531	100	0	1	0	0	0	0	3.61192	80	0	0	5.633333333	305.625	512.5	74.334	15.49988518	-1.536363104	-0.432372548	NA	NA	NA	NA	-0.766506005	2.674580201	131.971	4.16357
PGM	235	8	235_8	245891.82	9658955.39	Pasture	NA	NA	PA	80	NA	NA	NA	NA	NA	NA	>22	2	963.188	5.99444	7.855361596	13.01587302	0.204567216	100	0	0	0	0	0	0	2.30064	0	0	0	5.7	255.8888889	711.1111111	62.16	13.61430756	-3.064314419	0.564559344	NA	NA	NA	NA	-2.219485076	1.717237265	153.695	2.26765
PGM	245	1	245_1	290187.74	9653934.5	Pasture	NA	NA	PA	78	NA	NA	NA	NA	NA	NA	>22	0	1296.22	1.12175	1.601601602	3.125	0	100	0	1	0	0	0	0	1.72832	80	0	0	5.155555556	138.4444444	188.8888889	33.996	16.23329302	0.280802883	-0.789474575	NA	NA	NA	NA	0.748840316	-0.436244876	102.715	3.43039
PGM	245	11	245_11	293943.71	9656654.15	Primary_forest	Logged_and_burnt	NA	PFlogbur	77	NA	NA	NA	1	1	6.382978723	NA	NA	34.3174	5.39164	75.17641129	94.40160912	0.011010011	18.922	3.244236428	97	220.5815309	3.72667559	18.06310875	3.048540252	14.73384	3180	0.647041425	12	4.58	218.3333333	542.2222222	74.068	17.17615303	1.592929156	1.474282754	-1.552923513	-0.817612916	1.542032529	1.157809391	NA	NA	178.428	22.1861
PGM	245	12	245_12	299365.26	9653310.44	Pasture	NA	NA	PA	79	NA	NA	NA	NA	NA	NA	>22	0	508.791	9.3643	8.354114713	62.98507463	0.00255447	100	0	2	0	0	0	0	1.92384	100	0	0	4.973333333	207.8888889	100	26.35	16.41231339	0.281928975	0.196944105	NA	NA	NA	NA	0.808732431	0.775366281	70.1156	0.466717
PGM	245	13	245_13	291735.63	9655069.46	Pasture	NA	NA	PA	80	NA	NA	NA	NA	NA	NA	>22	0	267.77	5.64553	19.81037924	88.03526448	-0.008872839	100	0	0	0	0	0	0	0	0	0	0	5.126666667	168.3333333	157.7777778	20.41	13.85686043	1.219123869	-0.442329138	NA	NA	NA	NA	1.537708602	0.36748641	93.6547	2.73466
PGM	245	14	245_14	293148.9	9655395.63	Pasture	NA	NA	PA	78	NA	NA	NA	NA	NA	NA	>22	0	641.579	7.06051	13.95058647	84.07871199	0.001806141	100	0	4	2.485465855	0	0	0.436071212	4.0416	300	0.922723214	0	5.213333333	149.8888889	162.2222222	26.714	15.58517219	1.110315902	-1.149782263	NA	NA	NA	NA	1.703061907	0.830988549	88.8918	0.965001
PGM	245	2	245_2	296712.5	9655903.23	Primary_forest	Logged	NA	PFlog	82	NA	NA	NA	1	0	6.097560976	NA	NA	998.315	0	98.1394195	98.91304348	0.019756368	18.922	3.244236428	118	197.5808385	2.078359695	52.01208285	2.25580712	17.0928	3660	0.603239201	11	4.422222222	149.1111111	133.3333333	35.498	17.78400328	1.019498142	1.117496158	-0.862938742	-1.077356688	0.778762703	1.505584013	NA	NA	99.9992	0.028831
PGM	245	4	245_4	296858.86	9654261.86	Primary_forest	Logged	NA	PFlog	78	NA	NA	NA	1	0	13.63636364	NA	NA	1089.44	0	98.32416208	98.95700839	0.019766105	15.906	5.34360646	104	149.7646563	10.94442315	16.71110569	0.433206012	12.8508	3260	0.618273932	11	4.733333333	212.7	180	26.886	13.23694292	1.031807845	1.057003773	-0.933853113	-1.457982579	0.75507782	2.073486741	NA	NA	85.6286	3.19691
PGM	245	5	245_5	297890.01	9656696.88	Primary_forest	Logged	NA	PFlog	78	NA	NA	NA	1	0	10.25641026	NA	NA	287.995	12.3457	90.72864322	98.25533093	0.011439381	7.534	2.661884671	103	394.8865093	6.013179775	36.16497146	1.601835917	15.5776	3280	0.670492285	12	4.58	280.7777778	151.1111111	45.092	16.95082102	0.240077277	2.219676948	-0.149867653	-2.307531899	0.033859028	2.728816363	NA	NA	99.544	0.60186
PGM	245	6	245_6	292051.13	9656536.8	Primary_forest	Logged	NA	PFlog	81	NA	NA	NA	1	0	8.196721311	NA	NA	98.405	14.5355	71.19700748	91.06830123	0.019211898	10.068	0.905853189	131	302.2829882	9.086628932	52.03619013	2.977414368	16.23872	4180	0.625071842	9	4.666666667	390.6666667	564.4444444	77.42	17.78202409	1.209965556	0.965611521	-1.080310239	-0.259669386	1.139222533	0.475124244	NA	NA	208.866	3.33213
PGM	245	7	245_7	297767.67	9652598.35	Secondary_forest	Intermediate	NA	SFinter	79	20	0	0	NA	NA	NA	>22	NA	118.559	30.5474	53.975	83.74247337	0.013703733	22.544	17.23223085	73	78.63438791	4.009365909	1.100793486	1.77160479	16.8104	3960	0.541923754	11	4.96	271.5555556	117.7777778	43.114	18.64262833	1.291046969	0.361429105	-1.110276502	-0.418144404	NA	NA	NA	NA	85.7774	2.96027
PGM	245	8	245_8	298238.49	9654685.23	Primary_forest	Logged	NA	PFlog	81	NA	NA	NA	1	0	4.47761194	NA	NA	121.479	8.22307	78.2554672	95.45887583	-0.006274742	13.054	3.053199961	109	281.6530809	14.94363615	42.29438415	2.643105478	12.83976	3080	0.537006493	27	4.473333333	241.2222222	84.44444444	30.206	17.20155672	1.097451259	0.952488057	-1.000376673	-1.376261874	0.813647364	2.011164087	NA	NA	90	0
PGM	245	9	245_9	296453.71	9652962.42	Primary_forest	Logged	NA	PFlog	82	NA	NA	NA	1	0	1.219512195	NA	NA	165.45	17.1325	60.65737052	94.7454844	0.010067609	10.968	1.515971636	123	235.2887011	4.295522826	109.1254423	1.727362677	14.57056	2920	0.635579464	25	4.866666667	169.1111111	93.33333333	30.266	16.93868682	1.325204849	0.061560203	-1.058895017	-0.093315603	0.99028771	0.523210886	NA	NA	90.9242	1.49484
PGM	269	1	269_1	210197.65	9649157.65	Primary_forest	Logged_and_burnt	NA	PFlogbur	78	NA	NA	NA	1	1	11.26760563	NA	NA	123.55	17.3579	82.3968175	87.35666868	0.040470061	15.456	10.12438294	104	186.7668575	9.647161793	42.46031004	6.572626187	19.3556	4100	0.518200151	27	5.146666667	284.1111111	677.7777778	69.164	15.39939642	-0.60266493	-1.408437802	1.094221455	1.681430546	-0.881997954	-1.754659449	NA	NA	147.446	3.3442
PGM	269	10	269_10	207162.58	9643733.4	Primary_forest	Logged	NA	PFlog	78	NA	NA	NA	1	0	4.285714286	NA	NA	82.6306	10.9313	84.68042775	96.97503671	0	12.932	3.213902612	113	217.8022212	10.96072616	66.9468981	5.802567533	14.05136	3240	0.612306741	24	4.213333333	188.6666667	762.2222222	62.004	11.6230681	1.121371424	1.526259073	-1.073678881	-1.04786006	1.061535658	1.379354656	NA	NA	159.322	1.42748
PGM	269	11	269_11	211926.74	9640545.44	Primary_forest	Logged	NA	PFlog	84	NA	NA	NA	1	0	0	NA	NA	946.27	0.692653	98.73699851	98.94657637	-0.004538015	5.442	1.536853929	120	232.998661	10.42819274	40.58249809	3.346023698	8.56984	3900	0.690741787	10	4.393333333	208.7777778	748.8888889	67.506	13.89948488	1.519466379	1.616012702	-1.518579163	-1.210691487	1.459276313	1.643462651	NA	NA	159.614	7.91498
PGM	269	12	269_12	208760.71	9645428.74	Pasture	NA	NA	PA	82	NA	NA	NA	NA	NA	NA	>22	0	573.304	11.0854	18.27209533	72.01086957	0.037534339	100	0	0	0	0	0	0	1.2768	0	0	0	5.6	79.77777778	251.1111111	41.348	13.85726783	0.434074349	-1.183153352	NA	NA	NA	NA	1.106837858	1.578484768	78.1425	4.29687
PGM	269	13	269_13	208646.58	9649436.75	Pasture	NA	NA	PA	78	NA	NA	NA	NA	NA	NA	2.255319149	0	55.8625	13.7243	25.61368708	82.18780252	-0.603800812	100	0	5	1.88057819	0	13.74648842	1.17168134	4.1552	160	0.586080352	0	5.653333333	265.2222222	700	58.468	12.45093602	-1.110126126	-1.516942506	NA	NA	NA	NA	-0.469781248	1.301072905	150	0
PGM	269	14	269_14	206297.48	9644942.34	Pasture	NA	NA	PA	80	NA	NA	NA	NA	NA	NA	>22	0	302.511	14.4342	28.35487078	84.92550394	0.344632037	100	0	0	0	0	0	0	1.17288	0	0	0	4.666666667	120.3333333	213.3333333	31.584	12.84023753	0.375204323	-0.132259295	NA	NA	NA	NA	0.70699562	-0.486992424	62.1071	1.86142
PGM	269	15	269_15	204615.33	9645910.38	Pasture	NA	NA	PA	80	NA	NA	NA	NA	NA	NA	>22	0	316.135	17.0782	27.93240557	89.50177936	0.047509256	100	0	1	0	0	0.175864217	0.227289333	7.43448	360	0	0	5.133333333	110.5555556	233.3333333	42.612	12.96954278	0.958193531	-1.518597039	NA	NA	NA	NA	1.491383262	0.681734353	64.8376	2.71103
PGM	269	2	269_2	207474.98	9647098.97	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	6.944444444	NA	NA	89.9704	18.6253	72.98778968	88.59679071	0.078598269	15.798	7.389568323	93	92.80375618	22.71723628	21.74362476	2.50885728	16.81592	3280	0.517271695	21	4.98	309	617.7777778	64.702	14.27765778	-0.215331301	-1.173544693	0.685222162	1.611604847	-0.477137107	-1.677554505	NA	NA	149.994	0.108117
PGM	269	4	269_4	208913.01	9643534.5	Primary_forest	Logged	NA	PFlog	83	NA	NA	NA	1	0	0	NA	NA	571.731	5.69413	96.23669225	94.44301518	0.000746993	16.126	5.510438277	119	319.6076119	57.06829788	27.03370143	5.158812577	16.0346	3620	0.573275862	24	4.54	286.1111111	680	49.502	15.10113374	0.753111966	-0.195357442	-0.419799281	0.942944553	0.578105899	-0.913368344	NA	NA	159.967	0.335589
PGM	269	6	269_6	209047.97	9647852.62	Primary_forest	Logged_and_burnt	NA	PFlogbur	82	NA	NA	NA	1	1	6.578947368	NA	NA	188.88	13.1991	66.2027833	88.4009009	-0.064097653	20.364	9.162463097	77	83.54249345	11.25304939	56.26882422	4.862314607	18.79024	3400	0.459631181	23	5.233333333	264.6666667	688.8888889	56.014	11.46849421	-0.29265086	-1.146927089	0.76219178	1.524470254	-0.562193124	-1.579223244	NA	NA	142.952	3.63853
PGM	269	7	269_7	211408.52	9643784.91	Primary_forest	Logged	NA	PFlog	80	NA	NA	NA	2	0	0	NA	NA	224.228	4.04401	96.83291771	89.49266031	0.037526127	16.442	13.99117293	100	247.6664504	22.86114716	96.2522897	11.50621774	10.33264	2500	0.689362914	8	4.533333333	217.5555556	537.7777778	48.444	11.76570465	1.690409383	0.545326977	-1.576913865	-0.530227989	1.473699655	1.061491184	NA	NA	125.116	10.8808
